keyname,keycount,year,month,day
<^Up,2,2024,10,07
<^c,28,2024,10,07
<^f,2,2024,10,07
<^s,62,2024,10,07
<^v,34,2024,10,07
<^x,10,2024,10,07
<^z,15,2024,10,07
=,59,2024,10,07
Backspace,2291,2024,10,07
CapsLock,10,2024,10,07
Down,6313,2024,10,07
Enter,347,2024,10,07
Escape,1,2024,10,07
F11,30,2024,10,07
F22,1,2024,10,07
LButton,1983,2024,10,07
LControl,218,2024,10,07
LShift,960,2024,10,07
LWin,4,2024,10,07
Left,2986,2024,10,07
Numlock,2,2024,10,07
Numpad0,1,2024,10,07
Numpad4,1,2024,10,07
NumpadSub,1,2024,10,07
PgDn,10,2024,10,07
PrintScreen,10,2024,10,07
RButton,57,2024,10,07
RShift,4,2024,10,07
Right,4862,2024,10,07
Space,112,2024,10,07
Tab,18,2024,10,07
Up,5236,2024,10,07
WheelDown,168,2024,10,07
WheelUp,79,2024,10,07
[,27,2024,10,07
\,42,2024,10,07
],3,2024,10,07
`,5,2024,10,07
a,744,2024,10,07
b,147,2024,10,07
c,253,2024,10,07
d,315,2024,10,07
e,664,2024,10,07
f,158,2024,10,07
g,519,2024,10,07
h,476,2024,10,07
i,1212,2024,10,07
j,208,2024,10,07
k,76,2024,10,07
l,240,2024,10,07
m,122,2024,10,07
n,897,2024,10,07
o,553,2024,10,07
p,75,2024,10,07
q,84,2024,10,07
r,174,2024,10,07
s,394,2024,10,07
t,274,2024,10,07
u,725,2024,10,07
v,54,2024,10,07
w,121,2024,10,07
x,257,2024,10,07
y,302,2024,10,07
z,240,2024,10,07
',3,2024,10,08
",",50,2024,10,08
-,12,2024,10,08
.,41,2024,10,08
/,25,2024,10,08
0,43,2024,10,08
1,741,2024,10,08
2,92,2024,10,08
3,47,2024,10,08
4,28,2024,10,08
5,29,2024,10,08
6,17,2024,10,08
7,13,2024,10,08
8,17,2024,10,08
9,20,2024,10,08
;,22,2024,10,08
<#r,1,2024,10,08
<+',1,2024,10,08
"<+,",33,2024,10,08
<+-,8,2024,10,08
<+.,23,2024,10,08
<+/,6,2024,10,08
<+0,4,2024,10,08
<+1,8,2024,10,08
<+2,2,2024,10,08
<+3,2,2024,10,08
<+5,2,2024,10,08
<+9,4,2024,10,08
<+;,14,2024,10,08
<+=,5,2024,10,08
<+Backspace,4,2024,10,08
<+CapsLock,1,2024,10,08
<+Down,3,2024,10,08
<+Enter,2,2024,10,08
<+Left,14,2024,10,08
<+Space,3,2024,10,08
<+Up,30,2024,10,08
<+[,2,2024,10,08
<+a,19,2024,10,08
<+c,12,2024,10,08
<+d,2,2024,10,08
<+e,2,2024,10,08
<+f,19,2024,10,08
<+g,3,2024,10,08
<+i,2,2024,10,08
<+j,1,2024,10,08
<+l,2,2024,10,08
<+m,5,2024,10,08
<+n,2,2024,10,08
<+o,8,2024,10,08
<+p,4,2024,10,08
<+s,3,2024,10,08
<+u,2,2024,10,08
<+w,9,2024,10,08
<+z,2,2024,10,08
<^/,19,2024,10,08
<^<!a,2,2024,10,08
<^<#F24,1,2024,10,08
<^a,18,2024,10,08
<^c,58,2024,10,08
<^n,1,2024,10,08
<^s,49,2024,10,08
<^v,106,2024,10,08
<^x,17,2024,10,08
<^z,25,2024,10,08
=,11,2024,10,08
Backspace,1215,2024,10,08
CapsLock,4,2024,10,08
Down,431,2024,10,08
Enter,304,2024,10,08
F11,2,2024,10,08
F12,4,2024,10,08
F22,10,2024,10,08
F24,1,2024,10,08
LAlt,2,2024,10,08
LButton,7232,2024,10,08
LControl,346,2024,10,08
LShift,362,2024,10,08
LWin,2,2024,10,08
Left,647,2024,10,08
MButton,1,2024,10,08
Media_Next,1,2024,10,08
Media_Play_Pause,8,2024,10,08
NumpadEnter,1,2024,10,08
PrintScreen,1,2024,10,08
RButton,123,2024,10,08
RShift,1,2024,10,08
Right,1195,2024,10,08
Space,152,2024,10,08
Tab,60,2024,10,08
Up,246,2024,10,08
WheelDown,3498,2024,10,08
WheelUp,3083,2024,10,08
[,2,2024,10,08
\,8,2024,10,08
`,9,2024,10,08
a,636,2024,10,08
b,91,2024,10,08
c,159,2024,10,08
d,203,2024,10,08
e,370,2024,10,08
f,200,2024,10,08
g,239,2024,10,08
h,361,2024,10,08
i,659,2024,10,08
j,118,2024,10,08
k,54,2024,10,08
l,105,2024,10,08
m,83,2024,10,08
n,507,2024,10,08
o,303,2024,10,08
p,53,2024,10,08
q,39,2024,10,08
r,36,2024,10,08
s,244,2024,10,08
sc000,1,2024,10,08
sc178,6,2024,10,08
t,98,2024,10,08
u,395,2024,10,08
v,116,2024,10,08
w,282,2024,10,08
x,126,2024,10,08
y,156,2024,10,08
z,168,2024,10,08
',32,2024,10,09
",",130,2024,10,09
-,107,2024,10,09
.,166,2024,10,09
/,44,2024,10,09
0,64,2024,10,09
1,1844,2024,10,09
2,185,2024,10,09
3,59,2024,10,09
4,44,2024,10,09
5,35,2024,10,09
6,12,2024,10,09
7,8,2024,10,09
8,18,2024,10,09
9,83,2024,10,09
;,69,2024,10,09
<#r,2,2024,10,09
<+',7,2024,10,09
"<+,",7,2024,10,09
<+-,44,2024,10,09
<+.,5,2024,10,09
<+/,24,2024,10,09
<+0,26,2024,10,09
<+1,10,2024,10,09
<+2,7,2024,10,09
<+3,1,2024,10,09
<+5,2,2024,10,09
<+8,6,2024,10,09
<+9,78,2024,10,09
<+;,58,2024,10,09
<+=,43,2024,10,09
<+Backspace,1,2024,10,09
<+Down,18,2024,10,09
<+Enter,1,2024,10,09
<+Left,19,2024,10,09
<+Right,60,2024,10,09
<+Space,140,2024,10,09
<+Tab,1,2024,10,09
<+Up,12,2024,10,09
<+],1,2024,10,09
<+a,437,2024,10,09
<+b,10,2024,10,09
<+c,7,2024,10,09
<+d,323,2024,10,09
<+e,8,2024,10,09
<+f,14,2024,10,09
<+g,2,2024,10,09
<+h,1,2024,10,09
<+i,3,2024,10,09
<+j,1,2024,10,09
<+k,1,2024,10,09
<+l,14,2024,10,09
<+m,1,2024,10,09
<+n,12,2024,10,09
<+o,3,2024,10,09
<+p,5,2024,10,09
<+q,5,2024,10,09
<+r,2,2024,10,09
<+s,20,2024,10,09
<+t,2,2024,10,09
<+u,2,2024,10,09
<+v,1,2024,10,09
<+w,302,2024,10,09
<+x,5,2024,10,09
<+z,1,2024,10,09
<^/,11,2024,10,09
<^<!a,15,2024,10,09
<^Space,1,2024,10,09
<^a,1,2024,10,09
<^c,21,2024,10,09
<^f,2,2024,10,09
<^s,50,2024,10,09
<^v,52,2024,10,09
<^x,12,2024,10,09
<^z,4,2024,10,09
=,134,2024,10,09
>+/,1,2024,10,09
Backspace,3016,2024,10,09
CapsLock,2,2024,10,09
Down,1030,2024,10,09
Enter,1090,2024,10,09
Escape,4,2024,10,09
F11,4,2024,10,09
F22,8,2024,10,09
LAlt,15,2024,10,09
LButton,9467,2024,10,09
LControl,194,2024,10,09
LShift,1936,2024,10,09
LWin,3,2024,10,09
Left,1027,2024,10,09
Media_Play_Pause,10,2024,10,09
Numlock,7,2024,10,09
Numpad0,1,2024,10,09
Numpad1,1,2024,10,09
Numpad2,1,2024,10,09
Numpad3,2,2024,10,09
Numpad5,7,2024,10,09
Numpad7,3,2024,10,09
RButton,104,2024,10,09
RShift,1,2024,10,09
Right,1820,2024,10,09
Space,758,2024,10,09
Tab,158,2024,10,09
Up,786,2024,10,09
WheelDown,4974,2024,10,09
WheelUp,4605,2024,10,09
[,27,2024,10,09
\,11,2024,10,09
],2,2024,10,09
`,1,2024,10,09
a,2919,2024,10,09
b,272,2024,10,09
c,210,2024,10,09
d,1906,2024,10,09
e,1190,2024,10,09
f,498,2024,10,09
g,626,2024,10,09
h,814,2024,10,09
i,1729,2024,10,09
j,269,2024,10,09
k,106,2024,10,09
l,359,2024,10,09
m,238,2024,10,09
n,1356,2024,10,09
o,775,2024,10,09
p,118,2024,10,09
q,107,2024,10,09
r,307,2024,10,09
s,1124,2024,10,09
sc178,1,2024,10,09
t,341,2024,10,09
u,971,2024,10,09
v,65,2024,10,09
w,2175,2024,10,09
x,293,2024,10,09
y,332,2024,10,09
z,378,2024,10,09
',26,2024,10,10
",",118,2024,10,10
-,21,2024,10,10
.,54,2024,10,10
/,18,2024,10,10
0,159,2024,10,10
1,541,2024,10,10
2,107,2024,10,10
3,47,2024,10,10
4,22,2024,10,10
5,62,2024,10,10
6,12,2024,10,10
7,39,2024,10,10
8,29,2024,10,10
9,101,2024,10,10
;,152,2024,10,10
<+',20,2024,10,10
"<+,",29,2024,10,10
<+.,4,2024,10,10
<+/,16,2024,10,10
<+0,5,2024,10,10
<+1,2,2024,10,10
<+2,3,2024,10,10
<+3,13,2024,10,10
<+5,46,2024,10,10
<+6,5,2024,10,10
<+7,27,2024,10,10
<+8,15,2024,10,10
<+9,89,2024,10,10
<+;,3,2024,10,10
<+=,70,2024,10,10
<+Backspace,6,2024,10,10
<+Down,2,2024,10,10
<+Enter,37,2024,10,10
<+Left,5,2024,10,10
<+Right,4,2024,10,10
<+Space,157,2024,10,10
<+Tab,1,2024,10,10
<+Up,12,2024,10,10
<+[,39,2024,10,10
<+],1,2024,10,10
<+a,557,2024,10,10
<+b,1,2024,10,10
<+c,8,2024,10,10
<+d,301,2024,10,10
<+e,11,2024,10,10
<+f,177,2024,10,10
<+g,2,2024,10,10
<+i,4,2024,10,10
<+k,1,2024,10,10
<+l,1,2024,10,10
<+m,2,2024,10,10
<+o,2,2024,10,10
<+p,5,2024,10,10
<+q,8,2024,10,10
<+r,4,2024,10,10
<+s,20,2024,10,10
<+t,6,2024,10,10
<+v,1,2024,10,10
<+w,466,2024,10,10
<+x,2,2024,10,10
<+z,2,2024,10,10
<^/,2,2024,10,10
<^<!a,2,2024,10,10
<^<!c,2,2024,10,10
<^<!d,1,2024,10,10
<^<!q,2,2024,10,10
<^<!s,3,2024,10,10
<^<!w,2,2024,10,10
<^<!x,4,2024,10,10
<^<!z,3,2024,10,10
<^Enter,1,2024,10,10
<^a,7,2024,10,10
<^c,15,2024,10,10
<^n,4,2024,10,10
<^s,9,2024,10,10
<^v,36,2024,10,10
<^x,9,2024,10,10
<^z,2,2024,10,10
=,167,2024,10,10
Backspace,1012,2024,10,10
Down,545,2024,10,10
Enter,536,2024,10,10
Escape,4,2024,10,10
F11,9,2024,10,10
F22,6,2024,10,10
F7,36,2024,10,10
F8,1,2024,10,10
F9,1,2024,10,10
LAlt,19,2024,10,10
LButton,5371,2024,10,10
LControl,109,2024,10,10
LShift,2325,2024,10,10
Left,375,2024,10,10
MButton,2,2024,10,10
Media_Play_Pause,7,2024,10,10
Numlock,9,2024,10,10
Numpad4,1,2024,10,10
RAlt,1,2024,10,10
RButton,106,2024,10,10
RShift,1,2024,10,10
Right,827,2024,10,10
Space,1404,2024,10,10
Tab,205,2024,10,10
Up,497,2024,10,10
WheelDown,6210,2024,10,10
WheelUp,4155,2024,10,10
[,139,2024,10,10
\,6,2024,10,10
],2,2024,10,10
a,2909,2024,10,10
b,114,2024,10,10
c,146,2024,10,10
d,2247,2024,10,10
e,423,2024,10,10
f,722,2024,10,10
g,198,2024,10,10
h,247,2024,10,10
i,738,2024,10,10
j,78,2024,10,10
k,34,2024,10,10
l,173,2024,10,10
m,147,2024,10,10
n,553,2024,10,10
o,266,2024,10,10
p,50,2024,10,10
q,71,2024,10,10
r,146,2024,10,10
s,837,2024,10,10
t,223,2024,10,10
u,298,2024,10,10
v,55,2024,10,10
vk07,2,2024,10,10
w,3078,2024,10,10
x,115,2024,10,10
y,100,2024,10,10
z,105,2024,10,10
',19,2024,10,11
",",127,2024,10,11
-,28,2024,10,11
.,44,2024,10,11
/,64,2024,10,11
0,187,2024,10,11
1,946,2024,10,11
2,112,2024,10,11
3,63,2024,10,11
4,23,2024,10,11
5,29,2024,10,11
6,13,2024,10,11
7,17,2024,10,11
8,21,2024,10,11
9,64,2024,10,11
;,36,2024,10,11
<+',12,2024,10,11
"<+,",9,2024,10,11
<+-,15,2024,10,11
<+.,2,2024,10,11
<+/,4,2024,10,11
<+0,9,2024,10,11
<+1,2,2024,10,11
<+2,1,2024,10,11
<+3,8,2024,10,11
<+4,2,2024,10,11
<+5,17,2024,10,11
<+7,4,2024,10,11
<+8,8,2024,10,11
<+9,30,2024,10,11
<+;,14,2024,10,11
<+=,18,2024,10,11
<+Backspace,4,2024,10,11
<+Down,41,2024,10,11
<+Enter,11,2024,10,11
<+Left,30,2024,10,11
<+Right,11,2024,10,11
<+Space,82,2024,10,11
<+Tab,4,2024,10,11
<+Up,52,2024,10,11
<+[,13,2024,10,11
<+\,4,2024,10,11
<+],7,2024,10,11
<+a,464,2024,10,11
<+b,9,2024,10,11
<+c,2,2024,10,11
<+d,236,2024,10,11
<+e,16,2024,10,11
<+f,20,2024,10,11
<+g,3,2024,10,11
<+i,10,2024,10,11
<+l,5,2024,10,11
<+m,4,2024,10,11
<+n,3,2024,10,11
<+o,10,2024,10,11
<+p,12,2024,10,11
<+r,10,2024,10,11
<+s,18,2024,10,11
<+t,11,2024,10,11
<+u,5,2024,10,11
<+w,151,2024,10,11
<+x,3,2024,10,11
<+y,7,2024,10,11
<^/,53,2024,10,11
<^<!a,6,2024,10,11
<^Down,1,2024,10,11
<^a,9,2024,10,11
<^c,21,2024,10,11
<^f,2,2024,10,11
<^n,1,2024,10,11
<^s,103,2024,10,11
<^v,51,2024,10,11
<^x,7,2024,10,11
<^z,17,2024,10,11
=,44,2024,10,11
Backspace,1813,2024,10,11
Down,1588,2024,10,11
Enter,746,2024,10,11
Escape,3,2024,10,11
F12,8,2024,10,11
F22,12,2024,10,11
LAlt,6,2024,10,11
LButton,5237,2024,10,11
LControl,289,2024,10,11
LShift,1490,2024,10,11
LWin,6,2024,10,11
Left,1120,2024,10,11
MButton,7,2024,10,11
Media_Play_Pause,3,2024,10,11
Numpad0,1,2024,10,11
Numpad4,2,2024,10,11
Numpad7,2,2024,10,11
PrintScreen,1,2024,10,11
RButton,106,2024,10,11
RShift,5,2024,10,11
Right,2001,2024,10,11
Space,445,2024,10,11
Tab,135,2024,10,11
Up,1645,2024,10,11
WheelDown,6383,2024,10,11
WheelUp,5610,2024,10,11
[,24,2024,10,11
\,51,2024,10,11
],15,2024,10,11
`,4,2024,10,11
a,2012,2024,10,11
b,191,2024,10,11
c,173,2024,10,11
d,1275,2024,10,11
e,779,2024,10,11
f,233,2024,10,11
g,338,2024,10,11
h,420,2024,10,11
i,947,2024,10,11
j,165,2024,10,11
k,52,2024,10,11
l,198,2024,10,11
m,201,2024,10,11
n,748,2024,10,11
o,518,2024,10,11
p,82,2024,10,11
q,62,2024,10,11
r,160,2024,10,11
s,954,2024,10,11
sc178,2,2024,10,11
t,163,2024,10,11
u,582,2024,10,11
v,88,2024,10,11
w,1789,2024,10,11
x,214,2024,10,11
y,226,2024,10,11
z,199,2024,10,11
',25,2024,10,12
",",48,2024,10,12
-,46,2024,10,12
.,13,2024,10,12
/,8,2024,10,12
0,111,2024,10,12
1,300,2024,10,12
2,66,2024,10,12
3,43,2024,10,12
4,12,2024,10,12
5,37,2024,10,12
6,9,2024,10,12
7,20,2024,10,12
8,24,2024,10,12
9,66,2024,10,12
;,91,2024,10,12
<+',16,2024,10,12
"<+,",19,2024,10,12
<+-,1,2024,10,12
<+.,3,2024,10,12
<+/,2,2024,10,12
<+0,1,2024,10,12
<+1,2,2024,10,12
<+2,3,2024,10,12
<+3,9,2024,10,12
<+5,20,2024,10,12
<+6,6,2024,10,12
<+7,11,2024,10,12
<+8,5,2024,10,12
<+9,54,2024,10,12
<+=,73,2024,10,12
<+Backspace,1,2024,10,12
<+Down,10,2024,10,12
<+Enter,18,2024,10,12
<+Left,23,2024,10,12
<+Space,107,2024,10,12
<+Tab,3,2024,10,12
<+Up,7,2024,10,12
<+[,19,2024,10,12
<+],2,2024,10,12
<+a,573,2024,10,12
<+b,1,2024,10,12
<+c,5,2024,10,12
<+d,335,2024,10,12
<+e,4,2024,10,12
<+f,134,2024,10,12
<+i,2,2024,10,12
<+p,3,2024,10,12
<+q,6,2024,10,12
<+r,2,2024,10,12
<+s,39,2024,10,12
<+w,338,2024,10,12
<+x,1,2024,10,12
<+z,1,2024,10,12
<^/,3,2024,10,12
<^<!a,13,2024,10,12
<^a,18,2024,10,12
<^c,34,2024,10,12
<^f,1,2024,10,12
<^n,7,2024,10,12
<^s,11,2024,10,12
<^v,54,2024,10,12
<^x,5,2024,10,12
<^z,5,2024,10,12
=,147,2024,10,12
>+Enter,1,2024,10,12
Backspace,743,2024,10,12
CapsLock,4,2024,10,12
Down,346,2024,10,12
Enter,320,2024,10,12
Escape,27,2024,10,12
F11,20,2024,10,12
F12,1,2024,10,12
F22,3,2024,10,12
F7,34,2024,10,12
LAlt,13,2024,10,12
LButton,5143,2024,10,12
LControl,157,2024,10,12
LShift,2005,2024,10,12
LWin,3,2024,10,12
Left,744,2024,10,12
Media_Play_Pause,5,2024,10,12
Numlock,1,2024,10,12
Numpad4,1,2024,10,12
NumpadAdd,1,2024,10,12
RButton,71,2024,10,12
RShift,2,2024,10,12
Right,1078,2024,10,12
Space,927,2024,10,12
Tab,135,2024,10,12
Up,313,2024,10,12
WheelDown,2412,2024,10,12
WheelUp,2180,2024,10,12
[,116,2024,10,12
\,8,2024,10,12
],7,2024,10,12
`,3,2024,10,12
a,2541,2024,10,12
b,49,2024,10,12
c,93,2024,10,12
d,2022,2024,10,12
e,279,2024,10,12
f,649,2024,10,12
g,86,2024,10,12
h,101,2024,10,12
i,333,2024,10,12
j,89,2024,10,12
k,41,2024,10,12
l,46,2024,10,12
m,58,2024,10,12
n,274,2024,10,12
o,105,2024,10,12
p,50,2024,10,12
q,18,2024,10,12
r,107,2024,10,12
s,789,2024,10,12
t,105,2024,10,12
u,120,2024,10,12
v,67,2024,10,12
w,2930,2024,10,12
x,59,2024,10,12
y,61,2024,10,12
z,52,2024,10,12
',62,2024,10,13
",",156,2024,10,13
-,39,2024,10,13
.,91,2024,10,13
/,36,2024,10,13
0,104,2024,10,13
1,951,2024,10,13
2,119,2024,10,13
3,80,2024,10,13
4,52,2024,10,13
5,42,2024,10,13
6,16,2024,10,13
7,20,2024,10,13
8,46,2024,10,13
9,134,2024,10,13
;,137,2024,10,13
<+',18,2024,10,13
"<+,",29,2024,10,13
<+-,29,2024,10,13
<+.,9,2024,10,13
<+/,10,2024,10,13
<+0,7,2024,10,13
<+1,15,2024,10,13
<+2,9,2024,10,13
<+3,20,2024,10,13
<+4,21,2024,10,13
<+5,23,2024,10,13
<+7,8,2024,10,13
<+8,22,2024,10,13
<+9,121,2024,10,13
<+;,26,2024,10,13
<+=,67,2024,10,13
<+Backspace,2,2024,10,13
<+Down,43,2024,10,13
<+Enter,26,2024,10,13
<+Left,26,2024,10,13
<+Right,33,2024,10,13
<+Tab,1,2024,10,13
<+Up,33,2024,10,13
<+[,34,2024,10,13
<+],2,2024,10,13
<+a,5,2024,10,13
<+b,5,2024,10,13
<+c,2,2024,10,13
<+d,16,2024,10,13
<+f,2,2024,10,13
<+g,1,2024,10,13
<+i,4,2024,10,13
<+k,1,2024,10,13
<+l,1,2024,10,13
<+m,2,2024,10,13
<+n,7,2024,10,13
<+o,2,2024,10,13
<+p,5,2024,10,13
<+s,5,2024,10,13
<+t,7,2024,10,13
<+u,3,2024,10,13
<+w,1,2024,10,13
<+x,1,2024,10,13
<+y,3,2024,10,13
<+z,3,2024,10,13
<^/,16,2024,10,13
<^<!a,4,2024,10,13
<^a,4,2024,10,13
<^c,23,2024,10,13
<^f,1,2024,10,13
<^n,6,2024,10,13
<^s,26,2024,10,13
<^v,38,2024,10,13
<^x,7,2024,10,13
<^z,34,2024,10,13
=,170,2024,10,13
Backspace,2212,2024,10,13
Down,1215,2024,10,13
Enter,541,2024,10,13
Escape,5,2024,10,13
F11,30,2024,10,13
F22,1,2024,10,13
LAlt,5,2024,10,13
LButton,4503,2024,10,13
LControl,179,2024,10,13
LShift,821,2024,10,13
LWin,2,2024,10,13
Left,1490,2024,10,13
Media_Play_Pause,3,2024,10,13
Numlock,2,2024,10,13
NumpadDel,6,2024,10,13
NumpadHome,1,2024,10,13
PrintScreen,2,2024,10,13
RAlt,1,2024,10,13
RButton,61,2024,10,13
RControl,1,2024,10,13
RShift,1,2024,10,13
Right,2496,2024,10,13
Space,219,2024,10,13
Tab,53,2024,10,13
Up,1038,2024,10,13
WheelDown,3627,2024,10,13
WheelUp,3057,2024,10,13
[,99,2024,10,13
\,31,2024,10,13
],3,2024,10,13
`,4,2024,10,13
a,739,2024,10,13
b,113,2024,10,13
c,184,2024,10,13
d,304,2024,10,13
e,656,2024,10,13
f,138,2024,10,13
g,427,2024,10,13
h,439,2024,10,13
i,1067,2024,10,13
j,117,2024,10,13
k,73,2024,10,13
l,198,2024,10,13
m,168,2024,10,13
n,883,2024,10,13
o,417,2024,10,13
p,102,2024,10,13
q,59,2024,10,13
r,222,2024,10,13
s,367,2024,10,13
t,277,2024,10,13
u,527,2024,10,13
v,48,2024,10,13
w,114,2024,10,13
x,146,2024,10,13
y,217,2024,10,13
z,205,2024,10,13
',5,2024,10,14
",",41,2024,10,14
-,9,2024,10,14
.,23,2024,10,14
/,28,2024,10,14
0,94,2024,10,14
1,458,2024,10,14
2,72,2024,10,14
3,35,2024,10,14
4,22,2024,10,14
5,41,2024,10,14
6,12,2024,10,14
7,10,2024,10,14
8,15,2024,10,14
9,13,2024,10,14
;,17,2024,10,14
<+',5,2024,10,14
"<+,",17,2024,10,14
<+.,14,2024,10,14
<+/,13,2024,10,14
<+0,3,2024,10,14
<+1,1,2024,10,14
<+5,7,2024,10,14
<+9,5,2024,10,14
<+;,11,2024,10,14
<+=,1,2024,10,14
<+Backspace,2,2024,10,14
<+Down,1,2024,10,14
<+Enter,4,2024,10,14
<+Up,11,2024,10,14
<+[,7,2024,10,14
<+a,3,2024,10,14
<+b,2,2024,10,14
<+c,4,2024,10,14
<+d,2,2024,10,14
<+h,3,2024,10,14
<+i,4,2024,10,14
<+m,1,2024,10,14
<+p,6,2024,10,14
<+s,2,2024,10,14
<+x,2,2024,10,14
<+z,5,2024,10,14
<^/,10,2024,10,14
<^<!a,2,2024,10,14
<^Space,1,2024,10,14
<^c,9,2024,10,14
<^f,1,2024,10,14
<^s,114,2024,10,14
<^v,39,2024,10,14
<^x,12,2024,10,14
<^z,10,2024,10,14
=,9,2024,10,14
Backspace,942,2024,10,14
CapsLock,2,2024,10,14
Down,250,2024,10,14
Enter,287,2024,10,14
Escape,18,2024,10,14
F11,2,2024,10,14
F12,9,2024,10,14
F22,13,2024,10,14
LAlt,2,2024,10,14
LButton,3730,2024,10,14
LControl,204,2024,10,14
LShift,175,2024,10,14
LWin,6,2024,10,14
Left,301,2024,10,14
Media_Play_Pause,9,2024,10,14
Numlock,2,2024,10,14
NumpadLeft,1,2024,10,14
PrintScreen,1,2024,10,14
RButton,72,2024,10,14
RShift,8,2024,10,14
Right,382,2024,10,14
Space,236,2024,10,14
Tab,23,2024,10,14
Up,152,2024,10,14
WheelDown,4745,2024,10,14
WheelUp,5278,2024,10,14
[,8,2024,10,14
\,4,2024,10,14
],3,2024,10,14
`,1,2024,10,14
a,346,2024,10,14
b,64,2024,10,14
c,80,2024,10,14
d,139,2024,10,14
e,230,2024,10,14
f,23,2024,10,14
g,156,2024,10,14
h,254,2024,10,14
i,460,2024,10,14
j,71,2024,10,14
k,33,2024,10,14
l,61,2024,10,14
m,74,2024,10,14
n,335,2024,10,14
o,221,2024,10,14
p,44,2024,10,14
q,21,2024,10,14
r,41,2024,10,14
s,239,2024,10,14
sc000,1,2024,10,14
t,70,2024,10,14
u,236,2024,10,14
v,58,2024,10,14
w,87,2024,10,14
x,95,2024,10,14
y,86,2024,10,14
z,108,2024,10,14
',24,2024,10,15
",",122,2024,10,15
-,95,2024,10,15
.,62,2024,10,15
/,49,2024,10,15
0,167,2024,10,15
1,263,2024,10,15
2,58,2024,10,15
3,63,2024,10,15
4,33,2024,10,15
5,60,2024,10,15
6,6,2024,10,15
7,27,2024,10,15
8,36,2024,10,15
9,142,2024,10,15
;,174,2024,10,15
<#`,1,2024,10,15
<#r,1,2024,10,15
<+',22,2024,10,15
"<+,",46,2024,10,15
<+-,8,2024,10,15
<+.,21,2024,10,15
<+/,3,2024,10,15
<+0,4,2024,10,15
<+1,5,2024,10,15
<+2,1,2024,10,15
<+3,11,2024,10,15
<+5,33,2024,10,15
<+7,21,2024,10,15
<+8,17,2024,10,15
<+9,123,2024,10,15
<+;,3,2024,10,15
<+=,89,2024,10,15
<+Down,9,2024,10,15
<+Enter,35,2024,10,15
<+Left,24,2024,10,15
<+Right,21,2024,10,15
<+Space,2,2024,10,15
<+Tab,6,2024,10,15
<+Up,51,2024,10,15
<+[,43,2024,10,15
<+a,29,2024,10,15
<+c,3,2024,10,15
<+d,7,2024,10,15
<+e,2,2024,10,15
<+i,3,2024,10,15
