keyname,keycount,year,month,day
<+l,1,2024,10,15
<+m,3,2024,10,15
<+n,3,2024,10,15
<+o,1,2024,10,15
<+p,7,2024,10,15
<+s,14,2024,10,15
<+sc178,1,2024,10,15
<+t,3,2024,10,15
<+w,7,2024,10,15
<+z,1,2024,10,15
<^.,1,2024,10,15
<^/,33,2024,10,15
<^<!NumpadDel,2,2024,10,15
<^<!a,2,2024,10,15
<^<#F24,1,2024,10,15
<^Down,1,2024,10,15
<^`,3,2024,10,15
<^a,21,2024,10,15
<^c,32,2024,10,15
<^f,4,2024,10,15
<^n,2,2024,10,15
<^s,43,2024,10,15
<^v,60,2024,10,15
<^w,3,2024,10,15
<^x,8,2024,10,15
<^z,19,2024,10,15
=,209,2024,10,15
Backspace,1324,2024,10,15
CapsLock,2,2024,10,15
Down,1393,2024,10,15
Enter,661,2024,10,15
Escape,11,2024,10,15
F10,1,2024,10,15
F11,33,2024,10,15
F22,2,2024,10,15
F24,1,2024,10,15
F7,525,2024,10,15
F8,4,2024,10,15
LAlt,4,2024,10,15
LButton,7613,2024,10,15
LControl,245,2024,10,15
LShift,1109,2024,10,15
LWin,14,2024,10,15
Left,820,2024,10,15
Media_Play_Pause,11,2024,10,15
Numlock,2,2024,10,15
NumpadAdd,1,2024,10,15
NumpadDel,2,2024,10,15
NumpadEnter,1,2024,10,15
NumpadIns,1,2024,10,15
RButton,491,2024,10,15
RControl,1,2024,10,15
RShift,1,2024,10,15
Right,1395,2024,10,15
Space,1336,2024,10,15
Tab,62,2024,10,15
Up,1303,2024,10,15
WheelDown,4692,2024,10,15
WheelUp,3029,2024,10,15
[,161,2024,10,15
\,14,2024,10,15
],17,2024,10,15
`,5,2024,10,15
a,2745,2024,10,15
b,50,2024,10,15
c,132,2024,10,15
d,2366,2024,10,15
e,571,2024,10,15
f,152,2024,10,15
g,69,2024,10,15
h,92,2024,10,15
i,432,2024,10,15
j,56,2024,10,15
k,20,2024,10,15
l,158,2024,10,15
m,139,2024,10,15
n,399,2024,10,15
o,179,2024,10,15
p,106,2024,10,15
q,180,2024,10,15
r,162,2024,10,15
s,1486,2024,10,15
sc178,2,2024,10,15
t,236,2024,10,15
u,123,2024,10,15
v,72,2024,10,15
w,4347,2024,10,15
x,127,2024,10,15
y,54,2024,10,15
z,55,2024,10,15
',53,2024,10,16
",",208,2024,10,16
-,34,2024,10,16
.,104,2024,10,16
/,106,2024,10,16
0,134,2024,10,16
1,1127,2024,10,16
2,205,2024,10,16
3,128,2024,10,16
4,53,2024,10,16
5,48,2024,10,16
6,29,2024,10,16
7,54,2024,10,16
8,56,2024,10,16
9,149,2024,10,16
;,171,2024,10,16
<#r,7,2024,10,16
<+',37,2024,10,16
"<+,",86,2024,10,16
<+-,4,2024,10,16
<+.,19,2024,10,16
<+/,16,2024,10,16
<+0,19,2024,10,16
<+1,6,2024,10,16
<+2,3,2024,10,16
<+3,44,2024,10,16
<+5,17,2024,10,16
<+7,23,2024,10,16
<+8,18,2024,10,16
<+9,128,2024,10,16
<+;,11,2024,10,16
<+=,79,2024,10,16
<+Backspace,3,2024,10,16
<+Down,39,2024,10,16
<+Enter,33,2024,10,16
<+Left,32,2024,10,16
<+Right,17,2024,10,16
<+Space,4,2024,10,16
<+Tab,5,2024,10,16
<+Up,36,2024,10,16
<+[,36,2024,10,16
<+\,4,2024,10,16
<+],1,2024,10,16
<+a,5,2024,10,16
<+b,3,2024,10,16
<+c,18,2024,10,16
<+d,3,2024,10,16
<+e,12,2024,10,16
<+f,7,2024,10,16
<+h,1,2024,10,16
<+i,8,2024,10,16
<+j,1,2024,10,16
<+k,1,2024,10,16
<+l,4,2024,10,16
<+m,5,2024,10,16
<+n,12,2024,10,16
<+p,10,2024,10,16
<+r,1,2024,10,16
<+s,5,2024,10,16
<+t,3,2024,10,16
<+v,2,2024,10,16
<+w,2,2024,10,16
<+x,1,2024,10,16
<+y,1,2024,10,16
<+z,7,2024,10,16
<^/,74,2024,10,16
<^<!NumpadDel,1,2024,10,16
<^<!a,10,2024,10,16
<^a,21,2024,10,16
<^c,56,2024,10,16
<^f,5,2024,10,16
<^n,3,2024,10,16
<^s,121,2024,10,16
<^v,94,2024,10,16
<^x,10,2024,10,16
<^z,9,2024,10,16
=,198,2024,10,16
Backspace,2492,2024,10,16
CapsLock,14,2024,10,16
Delete,3,2024,10,16
Down,1861,2024,10,16
Enter,732,2024,10,16
Escape,12,2024,10,16
F10,1,2024,10,16
F11,35,2024,10,16
F12,2,2024,10,16
F22,7,2024,10,16
F7,426,2024,10,16
F8,1,2024,10,16
LAlt,11,2024,10,16
LButton,9519,2024,10,16
LControl,449,2024,10,16
LShift,1025,2024,10,16
LWin,7,2024,10,16
Left,1276,2024,10,16
Numlock,4,2024,10,16
Numpad4,1,2024,10,16
NumpadDel,1,2024,10,16
NumpadDot,1,2024,10,16
NumpadLeft,3,2024,10,16
RButton,223,2024,10,16
RControl,1,2024,10,16
RShift,9,2024,10,16
Right,1774,2024,10,16
Space,732,2024,10,16
Tab,86,2024,10,16
Up,1418,2024,10,16
WheelDown,9667,2024,10,16
WheelUp,6706,2024,10,16
[,158,2024,10,16
\,13,2024,10,16
],9,2024,10,16
`,4,2024,10,16
a,2069,2024,10,16
b,187,2024,10,16
c,339,2024,10,16
d,1178,2024,10,16
e,771,2024,10,16
f,177,2024,10,16
g,475,2024,10,16
h,605,2024,10,16
i,1298,2024,10,16
j,205,2024,10,16
k,64,2024,10,16
l,248,2024,10,16
m,175,2024,10,16
n,1031,2024,10,16
o,652,2024,10,16
p,155,2024,10,16
q,70,2024,10,16
r,185,2024,10,16
s,899,2024,10,16
sc178,1,2024,10,16
t,394,2024,10,16
u,684,2024,10,16
v,125,2024,10,16
w,1737,2024,10,16
x,225,2024,10,16
y,244,2024,10,16
z,219,2024,10,16
',12,2024,10,17
",",41,2024,10,17
-,31,2024,10,17
.,27,2024,10,17
/,20,2024,10,17
0,59,2024,10,17
1,686,2024,10,17
2,83,2024,10,17
3,87,2024,10,17
4,14,2024,10,17
5,40,2024,10,17
6,7,2024,10,17
7,10,2024,10,17
8,18,2024,10,17
9,23,2024,10,17
;,19,2024,10,17
<#r,1,2024,10,17
<+',4,2024,10,17
"<+,",4,2024,10,17
<+-,8,2024,10,17
<+/,11,2024,10,17
<+0,3,2024,10,17
<+1,1,2024,10,17
<+3,34,2024,10,17
<+5,7,2024,10,17
<+7,1,2024,10,17
<+8,5,2024,10,17
<+9,16,2024,10,17
<+=,7,2024,10,17
<+Backspace,1,2024,10,17
<+Down,20,2024,10,17
<+Enter,4,2024,10,17
<+Left,10,2024,10,17
<+Right,8,2024,10,17
<+[,4,2024,10,17
<+a,2,2024,10,17
<+b,2,2024,10,17
<+c,4,2024,10,17
<+d,1,2024,10,17
<+e,1,2024,10,17
<+f,3,2024,10,17
<+h,3,2024,10,17
<+i,2,2024,10,17
<+l,2,2024,10,17
<+n,2,2024,10,17
<+s,2,2024,10,17
<+t,2,2024,10,17
<+w,2,2024,10,17
<+x,4,2024,10,17
<+y,3,2024,10,17
<+z,4,2024,10,17
<^<!a,11,2024,10,17
<^a,1,2024,10,17
<^c,20,2024,10,17
<^f,2,2024,10,17
<^n,1,2024,10,17
<^s,2,2024,10,17
<^v,27,2024,10,17
<^x,1,2024,10,17
=,23,2024,10,17
>+Enter,1,2024,10,17
Backspace,721,2024,10,17
Delete,1,2024,10,17
Down,690,2024,10,17
Enter,273,2024,10,17
Escape,12,2024,10,17
F11,1,2024,10,17
F12,1,2024,10,17
F22,2,2024,10,17
LAlt,11,2024,10,17
LButton,6439,2024,10,17
LControl,78,2024,10,17
LShift,255,2024,10,17
LWin,1,2024,10,17
Left,244,2024,10,17
Media_Play_Pause,3,2024,10,17
Numlock,2,2024,10,17
PrintScreen,3,2024,10,17
RAlt,21,2024,10,17
RButton,33,2024,10,17
RShift,2,2024,10,17
Right,255,2024,10,17
Space,41,2024,10,17
Tab,5,2024,10,17
Up,330,2024,10,17
WheelDown,3277,2024,10,17
WheelUp,3093,2024,10,17
[,17,2024,10,17
\,14,2024,10,17
],6,2024,10,17
`,1,2024,10,17
a,696,2024,10,17
b,80,2024,10,17
c,145,2024,10,17
d,458,2024,10,17
e,350,2024,10,17
f,90,2024,10,17
g,257,2024,10,17
h,344,2024,10,17
i,720,2024,10,17
j,112,2024,10,17
k,64,2024,10,17
l,88,2024,10,17
m,80,2024,10,17
n,535,2024,10,17
o,284,2024,10,17
p,30,2024,10,17
q,38,2024,10,17
r,42,2024,10,17
s,227,2024,10,17
t,68,2024,10,17
u,396,2024,10,17
v,31,2024,10,17
w,391,2024,10,17
x,121,2024,10,17
y,119,2024,10,17
z,162,2024,10,17
',1,2024,10,18
",",59,2024,10,18
-,15,2024,10,18
.,60,2024,10,18
/,8,2024,10,18
0,17,2024,10,18
1,1094,2024,10,18
2,103,2024,10,18
3,40,2024,10,18
4,26,2024,10,18
5,12,2024,10,18
6,11,2024,10,18
7,9,2024,10,18
8,6,2024,10,18
9,22,2024,10,18
;,29,2024,10,18
<#r,2,2024,10,18
<+',1,2024,10,18
<+.,1,2024,10,18
<+/,4,2024,10,18
<+0,1,2024,10,18
<+2,1,2024,10,18
<+3,9,2024,10,18
<+6,1,2024,10,18
<+8,1,2024,10,18
<+9,3,2024,10,18
<+;,9,2024,10,18
<+Backspace,1,2024,10,18
<+Down,2,2024,10,18
<+Enter,2,2024,10,18
<+Right,15,2024,10,18
<+Up,3,2024,10,18
<+a,1,2024,10,18
<+b,5,2024,10,18
<+c,13,2024,10,18
<+d,2,2024,10,18
<+e,4,2024,10,18
<+f,1,2024,10,18
<+g,3,2024,10,18
<+i,1,2024,10,18
<+l,3,2024,10,18
<+m,3,2024,10,18
<+n,7,2024,10,18
<+o,4,2024,10,18
<+p,8,2024,10,18
<+q,2,2024,10,18
<+s,8,2024,10,18
<+sc178,2,2024,10,18
<+t,4,2024,10,18
<+u,2,2024,10,18
<+x,1,2024,10,18
<+y,2,2024,10,18
<+z,2,2024,10,18
<^-,2,2024,10,18
<^<!a,4,2024,10,18
<^=,3,2024,10,18
<^Enter,2,2024,10,18
<^a,3,2024,10,18
<^c,15,2024,10,18
<^f,1,2024,10,18
<^s,13,2024,10,18
<^v,66,2024,10,18
<^x,1,2024,10,18
<^z,16,2024,10,18
=,4,2024,10,18
>+Enter,1,2024,10,18
Backspace,1158,2024,10,18
CapsLock,2,2024,10,18
Down,544,2024,10,18
Enter,324,2024,10,18
F22,4,2024,10,18
LAlt,4,2024,10,18
LButton,3876,2024,10,18
LControl,157,2024,10,18
LShift,182,2024,10,18
LWin,2,2024,10,18
Left,758,2024,10,18
Numlock,1,2024,10,18
Numpad0,2,2024,10,18
Numpad4,2,2024,10,18
Numpad7,1,2024,10,18
NumpadDot,1,2024,10,18
RButton,58,2024,10,18
RShift,3,2024,10,18
Right,813,2024,10,18
Space,46,2024,10,18
Tab,37,2024,10,18
Up,340,2024,10,18
WheelDown,6674,2024,10,18
WheelUp,4640,2024,10,18
\,30,2024,10,18
],1,2024,10,18
`,9,2024,10,18
a,731,2024,10,18
b,124,2024,10,18
c,174,2024,10,18
d,248,2024,10,18
e,581,2024,10,18
f,64,2024,10,18
g,479,2024,10,18
h,572,2024,10,18
i,1018,2024,10,18
j,224,2024,10,18
k,71,2024,10,18
l,178,2024,10,18
m,89,2024,10,18
n,863,2024,10,18
o,425,2024,10,18
p,23,2024,10,18
q,75,2024,10,18
r,45,2024,10,18
s,319,2024,10,18
sc000,1,2024,10,18
sc178,2,2024,10,18
t,119,2024,10,18
u,630,2024,10,18
v,75,2024,10,18
w,161,2024,10,18
x,165,2024,10,18
y,247,2024,10,18
z,217,2024,10,18
",",7,2024,10,19
-,3,2024,10,19
.,1,2024,10,19
/,5,2024,10,19
0,5,2024,10,19
1,291,2024,10,19
2,35,2024,10,19
3,16,2024,10,19
4,7,2024,10,19
5,7,2024,10,19
6,4,2024,10,19
7,1,2024,10,19
8,2,2024,10,19
9,3,2024,10,19
<+/,2,2024,10,19
<+0,2,2024,10,19
<+3,4,2024,10,19
<+8,1,2024,10,19
<+9,2,2024,10,19
<+=,1,2024,10,19
<+Backspace,2,2024,10,19
<+a,1,2024,10,19
<+b,4,2024,10,19
<+c,18,2024,10,19
<+e,1,2024,10,19
<+f,1,2024,10,19
<+h,1,2024,10,19
<+i,4,2024,10,19
<+l,5,2024,10,19
<+m,1,2024,10,19
<+n,4,2024,10,19
<+p,9,2024,10,19
<+q,4,2024,10,19
<+t,1,2024,10,19
<+w,4,2024,10,19
<+x,1,2024,10,19
<^-,3,2024,10,19
<^=,1,2024,10,19
<^a,4,2024,10,19
<^c,72,2024,10,19
<^n,1,2024,10,19
<^s,3,2024,10,19
<^sc178,1,2024,10,19
<^v,125,2024,10,19
<^x,1,2024,10,19
<^z,43,2024,10,19
=,9,2024,10,19
Backspace,372,2024,10,19
Down,626,2024,10,19
Enter,171,2024,10,19
F22,14,2024,10,19
LButton,6572,2024,10,19
LControl,350,2024,10,19
LShift,83,2024,10,19
Left,174,2024,10,19
MButton,2,2024,10,19
Media_Play_Pause,2,2024,10,19
RButton,41,2024,10,19
Right,331,2024,10,19
Space,9,2024,10,19
Up,385,2024,10,19
WheelDown,4487,2024,10,19
WheelUp,2577,2024,10,19
\,2,2024,10,19
a,223,2024,10,19
b,53,2024,10,19
c,133,2024,10,19
d,77,2024,10,19
e,182,2024,10,19
f,12,2024,10,19
g,98,2024,10,19
h,158,2024,10,19
i,304,2024,10,19
j,52,2024,10,19
k,23,2024,10,19
l,71,2024,10,19
m,40,2024,10,19
n,229,2024,10,19
o,137,2024,10,19
p,18,2024,10,19
q,22,2024,10,19
r,23,2024,10,19
s,86,2024,10,19
sc178,1,2024,10,19
t,25,2024,10,19
u,161,2024,10,19
v,132,2024,10,19
w,52,2024,10,19
x,42,2024,10,19
y,50,2024,10,19
z,89,2024,10,19
',65,2024,10,20
",",195,2024,10,20
-,195,2024,10,20
.,80,2024,10,20
/,44,2024,10,20
0,258,2024,10,20
1,773,2024,10,20
2,137,2024,10,20
3,89,2024,10,20
4,29,2024,10,20
5,65,2024,10,20
6,6,2024,10,20
7,44,2024,10,20
8,23,2024,10,20
9,271,2024,10,20
;,326,2024,10,20
<!Tab,15,2024,10,20
<#r,1,2024,10,20
<+',49,2024,10,20
"<+,",41,2024,10,20
<+-,20,2024,10,20
<+.,31,2024,10,20
<+/,9,2024,10,20
<+0,25,2024,10,20
<+1,17,2024,10,20
<+2,2,2024,10,20
<+3,15,2024,10,20
<+5,45,2024,10,20
<+7,39,2024,10,20
<+8,18,2024,10,20
<+9,213,2024,10,20
<+;,7,2024,10,20
<+=,104,2024,10,20
<+Backspace,3,2024,10,20
<+Down,10,2024,10,20
<+Enter,61,2024,10,20
<+Left,49,2024,10,20
<+Up,21,2024,10,20
<+[,69,2024,10,20
<+\,2,2024,10,20
<+],4,2024,10,20
<+a,28,2024,10,20
<+b,7,2024,10,20
<+c,6,2024,10,20
<+d,11,2024,10,20
<+e,5,2024,10,20
<+g,1,2024,10,20
<+l,1,2024,10,20
<+m,29,2024,10,20
<+n,13,2024,10,20
<+o,7,2024,10,20
<+p,6,2024,10,20
<+s,1,2024,10,20
<+sc178,2,2024,10,20
<+t,4,2024,10,20
<+w,1,2024,10,20
<+x,17,2024,10,20
<^-,4,2024,10,20
<^/,9,2024,10,20
<^<#F24,2,2024,10,20
<^<+Tab,5,2024,10,20
<^<+Up,8,2024,10,20
<^=,5,2024,10,20
<^Down,1,2024,10,20
<^Tab,12,2024,10,20
<^a,9,2024,10,20
<^c,42,2024,10,20
<^d,10,2024,10,20
<^e,1,2024,10,20
<^n,8,2024,10,20
<^s,45,2024,10,20
<^v,44,2024,10,20
<^w,2,2024,10,20
<^x,8,2024,10,20
<^z,13,2024,10,20
=,488,2024,10,20
>+',2,2024,10,20
">+,",27,2024,10,20
>+-,1,2024,10,20
>+.,11,2024,10,20
>+0,2,2024,10,20
>+1,1,2024,10,20
>+3,1,2024,10,20
>+5,8,2024,10,20
>+8,2,2024,10,20
>+9,47,2024,10,20
>+=,86,2024,10,20
>+Backspace,1,2024,10,20
>+Enter,3,2024,10,20
>+Space,1,2024,10,20
>+[,10,2024,10,20
>+v,1,2024,10,20
>^/,1,2024,10,20
Backspace,2131,2024,10,20
Delete,2,2024,10,20
Down,1611,2024,10,20
End,10,2024,10,20
Enter,825,2024,10,20
F11,10,2024,10,20
F22,2,2024,10,20
F24,2,2024,10,20
F3,26,2024,10,20
F7,88,2024,10,20
F9,4,2024,10,20
LAlt,15,2024,10,20
LButton,3595,2024,10,20
LControl,264,2024,10,20
LShift,1095,2024,10,20
LWin,3,2024,10,20
Left,1953,2024,10,20
MButton,2,2024,10,20
Media_Play_Pause,4,2024,10,20
Numlock,9,2024,10,20
Numpad0,2,2024,10,20
Numpad1,1,2024,10,20
Numpad4,1,2024,10,20
NumpadEnd,2,2024,10,20
NumpadEnter,3,2024,10,20
RButton,65,2024,10,20
RControl,2,2024,10,20
RShift,219,2024,10,20
Right,2170,2024,10,20
Space,537,2024,10,20
Tab,101,2024,10,20
Up,1376,2024,10,20
WheelDown,4848,2024,10,20
WheelUp,4612,2024,10,20
[,252,2024,10,20
\,15,2024,10,20
],23,2024,10,20
`,15,2024,10,20
a,582,2024,10,20
b,127,2024,10,20
c,197,2024,10,20
d,241,2024,10,20
e,541,2024,10,20
f,202,2024,10,20
g,217,2024,10,20
h,270,2024,10,20
i,924,2024,10,20
j,158,2024,10,20
k,79,2024,10,20
l,287,2024,10,20
m,185,2024,10,20
n,858,2024,10,20
o,410,2024,10,20
p,182,2024,10,20
q,79,2024,10,20
r,236,2024,10,20
s,381,2024,10,20
sc178,17,2024,10,20
t,412,2024,10,20
u,349,2024,10,20
v,80,2024,10,20
w,109,2024,10,20
x,149,2024,10,20
y,137,2024,10,20
z,113,2024,10,20
',4,2024,10,21
",",20,2024,10,21
-,23,2024,10,21
.,16,2024,10,21
/,27,2024,10,21
0,48,2024,10,21
1,537,2024,10,21
2,67,2024,10,21
3,28,2024,10,21
4,24,2024,10,21
5,17,2024,10,21
6,6,2024,10,21
7,14,2024,10,21
8,11,2024,10,21
9,13,2024,10,21
;,32,2024,10,21
<#r,1,2024,10,21
<+',4,2024,10,21
<+.,7,2024,10,21
<+/,26,2024,10,21
<+0,4,2024,10,21
<+1,1,2024,10,21
<+2,1,2024,10,21
<+9,4,2024,10,21
<+;,28,2024,10,21
<+Down,3,2024,10,21
<+Up,2,2024,10,21
<+a,1,2024,10,21
<+c,1,2024,10,21
<+g,1,2024,10,21
<+m,1,2024,10,21
<+z,4,2024,10,21
<^<!a,2,2024,10,21
<^a,2,2024,10,21
<^c,13,2024,10,21
<^s,1,2024,10,21
<^v,19,2024,10,21
=,1,2024,10,21
Backspace,496,2024,10,21
Down,30,2024,10,21
Enter,112,2024,10,21
Escape,1,2024,10,21
F22,14,2024,10,21
LAlt,2,2024,10,21
LButton,4640,2024,10,21
LControl,38,2024,10,21
LShift,100,2024,10,21
LWin,2,2024,10,21
Left,153,2024,10,21
Numlock,11,2024,10,21
RButton,43,2024,10,21
Right,241,2024,10,21
Space,58,2024,10,21
Tab,1,2024,10,21
Up,21,2024,10,21
WheelDown,2335,2024,10,21
WheelUp,1716,2024,10,21
a,392,2024,10,21
b,51,2024,10,21
c,78,2024,10,21
d,110,2024,10,21
e,283,2024,10,21
f,22,2024,10,21
g,226,2024,10,21
h,298,2024,10,21
i,526,2024,10,21
j,82,2024,10,21
k,16,2024,10,21
l,70,2024,10,21
m,50,2024,10,21
n,407,2024,10,21
o,202,2024,10,21
p,19,2024,10,21
q,29,2024,10,21
r,33,2024,10,21
s,142,2024,10,21
t,36,2024,10,21
u,296,2024,10,21
v,24,2024,10,21
w,86,2024,10,21
x,74,2024,10,21
y,129,2024,10,21
z,122,2024,10,21
',7,2024,10,22
",",26,2024,10,22
-,17,2024,10,22
.,6,2024,10,22
/,4,2024,10,22
0,56,2024,10,22
1,295,2024,10,22
2,34,2024,10,22
3,10,2024,10,22
4,3,2024,10,22
5,10,2024,10,22
6,1,2024,10,22
7,9,2024,10,22
8,2,2024,10,22
9,38,2024,10,22
;,53,2024,10,22
<#r,4,2024,10,22
<+',4,2024,10,22
"<+,",9,2024,10,22
<+.,2,2024,10,22
<+/,3,2024,10,22
<+0,6,2024,10,22
<+1,2,2024,10,22
<+2,1,2024,10,22
<+3,1,2024,10,22
<+5,6,2024,10,22
<+7,5,2024,10,22
<+8,1,2024,10,22
<+9,35,2024,10,22
<+;,4,2024,10,22
<+=,29,2024,10,22
<+Down,13,2024,10,22
<+Enter,9,2024,10,22
<+Right,1,2024,10,22
<+Tab,1,2024,10,22
<+Up,1,2024,10,22
<+[,8,2024,10,22
<+\,2,2024,10,22
<+b,2,2024,10,22
<+e,1,2024,10,22
<+g,1,2024,10,22
<+k,1,2024,10,22
<+l,1,2024,10,22
<+m,3,2024,10,22
<+p,1,2024,10,22
<^<!a,6,2024,10,22
<^c,3,2024,10,22
<^f,1,2024,10,22
<^n,1,2024,10,22
<^s,1,2024,10,22
<^v,19,2024,10,22
<^x,2,2024,10,22
=,66,2024,10,22
Backspace,394,2024,10,22
CapsLock,10,2024,10,22
Down,773,2024,10,22
Enter,214,2024,10,22
Escape,2,2024,10,22
F12,1,2024,10,22
F22,14,2024,10,22
F3,19,2024,10,22
F7,12,2024,10,22
LAlt,6,2024,10,22
LButton,3333,2024,10,22
LControl,37,2024,10,22
LShift,173,2024,10,22
LWin,5,2024,10,22
Left,298,2024,10,22
Numpad5,1,2024,10,22
RButton,53,2024,10,22
RShift,4,2024,10,22
Right,321,2024,10,22
Space,307,2024,10,22
Tab,12,2024,10,22
Up,571,2024,10,22
WheelDown,1705,2024,10,22
WheelUp,1324,2024,10,22
[,33,2024,10,22
\,11,2024,10,22
],1,2024,10,22
`,1,2024,10,22
a,262,2024,10,22
b,36,2024,10,22
c,60,2024,10,22
d,84,2024,10,22
e,171,2024,10,22
f,47,2024,10,22
g,116,2024,10,22
h,143,2024,10,22
i,369,2024,10,22
j,46,2024,10,22
k,17,2024,10,22
l,69,2024,10,22
m,69,2024,10,22
n,300,2024,10,22
o,157,2024,10,22
p,26,2024,10,22
q,23,2024,10,22
r,43,2024,10,22
s,98,2024,10,22
sc178,1,2024,10,22
t,79,2024,10,22
u,167,2024,10,22
v,32,2024,10,22
w,52,2024,10,22
x,47,2024,10,22
y,64,2024,10,22
z,49,2024,10,22
',10,2024,10,23
",",24,2024,10,23
-,42,2024,10,23
.,38,2024,10,23
/,11,2024,10,23
0,21,2024,10,23
1,486,2024,10,23
2,38,2024,10,23
3,16,2024,10,23
4,11,2024,10,23
6,3,2024,10,23
7,2,2024,10,23
9,11,2024,10,23
;,15,2024,10,23
<+',3,2024,10,23
"<+,",2,2024,10,23
<+-,37,2024,10,23
<+.,5,2024,10,23
<+/,5,2024,10,23
<+0,3,2024,10,23
<+2,1,2024,10,23
<+7,1,2024,10,23
<+9,11,2024,10,23
<+;,9,2024,10,23
<+=,4,2024,10,23
<+Down,24,2024,10,23
<+Up,5,2024,10,23
<+a,3,2024,10,23
<+d,3,2024,10,23
<+i,8,2024,10,23
<+l,2,2024,10,23
<+m,1,2024,10,23
<+n,3,2024,10,23
<+o,1,2024,10,23
<+p,5,2024,10,23
<+s,1,2024,10,23
<+x,2,2024,10,23
<^-,1,2024,10,23
<^/,5,2024,10,23
<^<!a,3,2024,10,23
<^<#F24,1,2024,10,23
<^=,1,2024,10,23
<^a,4,2024,10,23
<^c,62,2024,10,23
<^f,10,2024,10,23
<^s,66,2024,10,23
<^v,80,2024,10,23
<^x,2,2024,10,23
<^z,23,2024,10,23
=,26,2024,10,23
Backspace,765,2024,10,23
CapsLock,2,2024,10,23
Down,1081,2024,10,23
Enter,377,2024,10,23
F22,14,2024,10,23
F24,1,2024,10,23
LAlt,3,2024,10,23
LButton,6006,2024,10,23
LControl,303,2024,10,23
LShift,159,2024,10,23
LWin,1,2024,10,23
Left,673,2024,10,23
Numlock,1,2024,10,23
Numpad4,1,2024,10,23
RButton,52,2024,10,23
RShift,3,2024,10,23
Right,989,2024,10,23
Space,45,2024,10,23
Tab,21,2024,10,23
Up,627,2024,10,23
WheelDown,9931,2024,10,23
WheelUp,9782,2024,10,23
[,19,2024,10,23
a,395,2024,10,23
b,53,2024,10,23
c,129,2024,10,23
d,156,2024,10,23
e,322,2024,10,23
f,59,2024,10,23
g,226,2024,10,23
h,243,2024,10,23
i,510,2024,10,23
j,60,2024,10,23
k,59,2024,10,23
l,111,2024,10,23
m,88,2024,10,23
n,464,2024,10,23
o,262,2024,10,23
p,52,2024,10,23
q,22,2024,10,23
r,38,2024,10,23
s,248,2024,10,23
sc178,2,2024,10,23
t,54,2024,10,23
u,290,2024,10,23
v,95,2024,10,23
w,68,2024,10,23
x,65,2024,10,23
y,88,2024,10,23
z,126,2024,10,23
',14,2024,10,24
",",115,2024,10,24
-,5,2024,10,24
.,72,2024,10,24
