keyname,keycount,year,month,day
<+l,18,2024,11,02
<+m,14,2024,11,02
<+n,8,2024,11,02
<+o,13,2024,11,02
<+p,17,2024,11,02
<+r,11,2024,11,02
<+s,20,2024,11,02
<+t,19,2024,11,02
<+u,8,2024,11,02
<+v,1,2024,11,02
<+x,5,2024,11,02
<+y,2,2024,11,02
<^/,3,2024,11,02
<^<!a,5,2024,11,02
<^<#v,1,2024,11,02
<^Enter,1,2024,11,02
<^a,1,2024,11,02
<^c,94,2024,11,02
<^d,1,2024,11,02
<^f,9,2024,11,02
<^s,78,2024,11,02
<^v,139,2024,11,02
<^x,6,2024,11,02
<^z,13,2024,11,02
=,3,2024,11,02
Backspace,789,2024,11,02
Down,195,2024,11,02
Enter,310,2024,11,02
F22,2,2024,11,02
LAlt,5,2024,11,02
LButton,11119,2024,11,02
LControl,444,2024,11,02
LShift,443,2024,11,02
LWin,3,2024,11,02
Left,436,2024,11,02
Media_Play_Pause,3,2024,11,02
RButton,84,2024,11,02
RShift,2,2024,11,02
Right,468,2024,11,02
Space,58,2024,11,02
Tab,10,2024,11,02
Up,131,2024,11,02
WheelDown,11168,2024,11,02
WheelUp,8116,2024,11,02
[,2,2024,11,02
\,2,2024,11,02
],1,2024,11,02
`,95,2024,11,02
a,432,2024,11,02
b,96,2024,11,02
c,200,2024,11,02
d,183,2024,11,02
e,378,2024,11,02
f,46,2024,11,02
g,279,2024,11,02
h,262,2024,11,02
i,640,2024,11,02
j,89,2024,11,02
k,32,2024,11,02
l,130,2024,11,02
m,74,2024,11,02
n,482,2024,11,02
o,270,2024,11,02
p,54,2024,11,02
q,59,2024,11,02
r,56,2024,11,02
s,221,2024,11,02
sc178,1,2024,11,02
t,104,2024,11,02
u,330,2024,11,02
v,150,2024,11,02
w,41,2024,11,02
x,125,2024,11,02
y,112,2024,11,02
z,114,2024,11,02
',3,2024,11,03
",",21,2024,11,03
-,8,2024,11,03
.,8,2024,11,03
/,7,2024,11,03
0,35,2024,11,03
1,1066,2024,11,03
2,101,2024,11,03
3,37,2024,11,03
4,26,2024,11,03
5,39,2024,11,03
6,6,2024,11,03
7,20,2024,11,03
8,19,2024,11,03
9,16,2024,11,03
;,4,2024,11,03
<#r,1,2024,11,03
<+-,1,2024,11,03
<+/,6,2024,11,03
<+0,2,2024,11,03
<+1,1,2024,11,03
<+2,3,2024,11,03
<+3,5,2024,11,03
<+9,4,2024,11,03
<+;,3,2024,11,03
<+=,4,2024,11,03
<+\,1,2024,11,03
<+a,1,2024,11,03
<+c,18,2024,11,03
<+d,2,2024,11,03
<+e,3,2024,11,03
<+f,3,2024,11,03
<+g,1,2024,11,03
<+h,2,2024,11,03
<+i,12,2024,11,03
<+k,1,2024,11,03
<+l,10,2024,11,03
<+m,12,2024,11,03
<+n,3,2024,11,03
<+o,6,2024,11,03
<+p,15,2024,11,03
<+r,1,2024,11,03
<+s,5,2024,11,03
<+t,3,2024,11,03
<+u,6,2024,11,03
<+v,1,2024,11,03
<+w,4,2024,11,03
<+x,1,2024,11,03
<+z,6,2024,11,03
<^<!NumpadDel,1,2024,11,03
<^<!a,37,2024,11,03
<^Enter,1,2024,11,03
<^a,7,2024,11,03
<^c,71,2024,11,03
<^f,7,2024,11,03
<^s,43,2024,11,03
<^v,139,2024,11,03
<^x,7,2024,11,03
<^z,7,2024,11,03
=,4,2024,11,03
Backspace,1214,2024,11,03
CapsLock,2,2024,11,03
Down,196,2024,11,03
Enter,488,2024,11,03
Escape,12,2024,11,03
F22,6,2024,11,03
LAlt,38,2024,11,03
LButton,13570,2024,11,03
LControl,466,2024,11,03
LShift,187,2024,11,03
LWin,1,2024,11,03
Left,212,2024,11,03
MButton,1,2024,11,03
Media_Play_Pause,7,2024,11,03
NumpadDel,1,2024,11,03
PrintScreen,1,2024,11,03
RAlt,66,2024,11,03
RButton,70,2024,11,03
RShift,1,2024,11,03
Right,322,2024,11,03
Space,94,2024,11,03
Up,65,2024,11,03
WheelDown,13193,2024,11,03
WheelUp,9058,2024,11,03
[,3,2024,11,03
\,2,2024,11,03
],4,2024,11,03
`,10,2024,11,03
a,841,2024,11,03
b,137,2024,11,03
c,201,2024,11,03
d,258,2024,11,03
e,567,2024,11,03
f,79,2024,11,03
g,367,2024,11,03
h,529,2024,11,03
i,969,2024,11,03
j,164,2024,11,03
k,73,2024,11,03
l,140,2024,11,03
m,111,2024,11,03
n,762,2024,11,03
o,485,2024,11,03
p,56,2024,11,03
q,69,2024,11,03
r,56,2024,11,03
s,289,2024,11,03
t,97,2024,11,03
u,608,2024,11,03
v,147,2024,11,03
w,135,2024,11,03
x,155,2024,11,03
y,251,2024,11,03
z,236,2024,11,03
',3,2024,11,04
",",6,2024,11,04
-,3,2024,11,04
.,3,2024,11,04
/,1,2024,11,04
0,22,2024,11,04
1,616,2024,11,04
2,55,2024,11,04
3,22,2024,11,04
4,10,2024,11,04
5,6,2024,11,04
6,9,2024,11,04
7,2,2024,11,04
8,3,2024,11,04
9,2,2024,11,04
;,1,2024,11,04
<+',3,2024,11,04
<+/,1,2024,11,04
<+0,1,2024,11,04
<+1,1,2024,11,04
<+2,1,2024,11,04
<+5,2,2024,11,04
<+9,2,2024,11,04
<+;,1,2024,11,04
<+=,2,2024,11,04
<+Backspace,1,2024,11,04
<+Enter,4,2024,11,04
<+a,2,2024,11,04
<+b,1,2024,11,04
<+c,6,2024,11,04
<+d,11,2024,11,04
<+e,6,2024,11,04
<+g,5,2024,11,04
<+h,1,2024,11,04
<+i,4,2024,11,04
<+l,5,2024,11,04
<+m,5,2024,11,04
<+n,1,2024,11,04
<+o,4,2024,11,04
<+p,11,2024,11,04
<+s,4,2024,11,04
<+t,4,2024,11,04
<+u,1,2024,11,04
<+x,4,2024,11,04
<+z,1,2024,11,04
<^<!Enter,1,2024,11,04
<^<!a,9,2024,11,04
<^`,1,2024,11,04
<^a,4,2024,11,04
<^c,40,2024,11,04
<^f,1,2024,11,04
<^s,37,2024,11,04
<^v,69,2024,11,04
<^x,14,2024,11,04
<^z,14,2024,11,04
=,4,2024,11,04
Backspace,598,2024,11,04
Down,76,2024,11,04
Enter,328,2024,11,04
Escape,2,2024,11,04
F11,2,2024,11,04
F12,2,2024,11,04
F22,5,2024,11,04
LAlt,10,2024,11,04
LButton,7669,2024,11,04
LControl,219,2024,11,04
LShift,124,2024,11,04
Left,129,2024,11,04
NumpadLeft,1,2024,11,04
RButton,169,2024,11,04
RShift,1,2024,11,04
Right,137,2024,11,04
Space,55,2024,11,04
Tab,8,2024,11,04
Up,45,2024,11,04
WheelDown,4287,2024,11,04
WheelUp,3277,2024,11,04
\,2,2024,11,04
`,1,2024,11,04
a,451,2024,11,04
b,90,2024,11,04
c,99,2024,11,04
d,239,2024,11,04
e,341,2024,11,04
f,42,2024,11,04
g,211,2024,11,04
h,285,2024,11,04
i,602,2024,11,04
j,98,2024,11,04
k,39,2024,11,04
l,73,2024,11,04
m,54,2024,11,04
n,451,2024,11,04
o,246,2024,11,04
p,41,2024,11,04
q,39,2024,11,04
r,60,2024,11,04
s,196,2024,11,04
sc000,1,2024,11,04
t,70,2024,11,04
u,328,2024,11,04
v,78,2024,11,04
w,61,2024,11,04
x,103,2024,11,04
y,117,2024,11,04
z,108,2024,11,04
',7,2024,11,05
",",32,2024,11,05
-,59,2024,11,05
.,106,2024,11,05
/,51,2024,11,05
0,43,2024,11,05
1,283,2024,11,05
2,32,2024,11,05
3,35,2024,11,05
4,3,2024,11,05
5,7,2024,11,05
6,1,2024,11,05
7,11,2024,11,05
8,17,2024,11,05
9,68,2024,11,05
;,60,2024,11,05
<#r,1,2024,11,05
<+',2,2024,11,05
"<+,",12,2024,11,05
<+-,12,2024,11,05
<+.,51,2024,11,05
<+/,2,2024,11,05
<+0,11,2024,11,05
<+1,1,2024,11,05
<+3,4,2024,11,05
<+5,1,2024,11,05
<+7,9,2024,11,05
<+8,14,2024,11,05
<+9,67,2024,11,05
<+;,6,2024,11,05
<+=,13,2024,11,05
<+Backspace,4,2024,11,05
<+Down,6,2024,11,05
<+Enter,15,2024,11,05
<+Left,22,2024,11,05
<+Right,15,2024,11,05
<+Up,26,2024,11,05
<+[,15,2024,11,05
<+\,4,2024,11,05
<+],1,2024,11,05
<+a,4,2024,11,05
<+b,5,2024,11,05
<+c,2,2024,11,05
<+d,3,2024,11,05
<+i,5,2024,11,05
<+l,11,2024,11,05
<+m,1,2024,11,05
<+n,11,2024,11,05
<+p,2,2024,11,05
<+q,2,2024,11,05
<+u,5,2024,11,05
<+v,1,2024,11,05
<+x,23,2024,11,05
<+y,23,2024,11,05
<^/,38,2024,11,05
<^<!a,1,2024,11,05
<^Tab,1,2024,11,05
<^a,1,2024,11,05
<^c,37,2024,11,05
<^f,2,2024,11,05
<^g,1,2024,11,05
<^n,1,2024,11,05
<^s,160,2024,11,05
<^v,52,2024,11,05
<^x,7,2024,11,05
<^z,77,2024,11,05
=,58,2024,11,05
Backspace,1002,2024,11,05
CapsLock,2,2024,11,05
Down,565,2024,11,05
Enter,375,2024,11,05
Escape,5,2024,11,05
F12,6,2024,11,05
F22,3,2024,11,05
LAlt,1,2024,11,05
LButton,7660,2024,11,05
LControl,396,2024,11,05
LShift,458,2024,11,05
LWin,1,2024,11,05
Left,652,2024,11,05
Numlock,2,2024,11,05
NumpadLeft,1,2024,11,05
RButton,18,2024,11,05
RShift,2,2024,11,05
Right,796,2024,11,05
Space,90,2024,11,05
Tab,35,2024,11,05
Up,464,2024,11,05
WheelDown,4509,2024,11,05
WheelUp,3670,2024,11,05
[,29,2024,11,05
\,5,2024,11,05
],2,2024,11,05
a,467,2024,11,05
b,61,2024,11,05
c,100,2024,11,05
d,222,2024,11,05
e,280,2024,11,05
f,57,2024,11,05
g,101,2024,11,05
h,143,2024,11,05
i,320,2024,11,05
j,42,2024,11,05
k,41,2024,11,05
l,87,2024,11,05
m,74,2024,11,05
n,284,2024,11,05
o,220,2024,11,05
p,38,2024,11,05
q,16,2024,11,05
r,81,2024,11,05
s,333,2024,11,05
sc178,1,2024,11,05
t,126,2024,11,05
u,186,2024,11,05
v,80,2024,11,05
w,408,2024,11,05
x,130,2024,11,05
y,89,2024,11,05
z,124,2024,11,05
',53,2024,11,06
",",89,2024,11,06
-,340,2024,11,06
.,245,2024,11,06
/,28,2024,11,06
0,112,2024,11,06
1,597,2024,11,06
2,115,2024,11,06
3,69,2024,11,06
4,44,2024,11,06
5,46,2024,11,06
6,32,2024,11,06
7,41,2024,11,06
8,53,2024,11,06
9,163,2024,11,06
;,193,2024,11,06
<#r,4,2024,11,06
<+',36,2024,11,06
"<+,",67,2024,11,06
<+-,42,2024,11,06
<+.,199,2024,11,06
<+/,2,2024,11,06
<+0,32,2024,11,06
<+1,14,2024,11,06
<+3,16,2024,11,06
<+4,3,2024,11,06
<+5,11,2024,11,06
<+7,7,2024,11,06
<+8,31,2024,11,06
<+9,144,2024,11,06
<+;,13,2024,11,06
<+=,74,2024,11,06
<+Backspace,7,2024,11,06
<+Down,13,2024,11,06
<+Enter,43,2024,11,06
<+Left,83,2024,11,06
<+Right,51,2024,11,06
<+Tab,4,2024,11,06
<+Up,22,2024,11,06
<+[,47,2024,11,06
<+\,2,2024,11,06
<+],5,2024,11,06
<+a,3,2024,11,06
<+b,8,2024,11,06
<+c,9,2024,11,06
<+d,114,2024,11,06
<+e,4,2024,11,06
<+f,2,2024,11,06
<+i,128,2024,11,06
<+j,1,2024,11,06
<+l,31,2024,11,06
<+m,5,2024,11,06
<+n,17,2024,11,06
<+o,5,2024,11,06
<+p,4,2024,11,06
<+q,4,2024,11,06
<+r,12,2024,11,06
<+s,2,2024,11,06
<+t,9,2024,11,06
<+u,16,2024,11,06
<+v,1,2024,11,06
<^/,18,2024,11,06
<^<!a,3,2024,11,06
<^<!s,1,2024,11,06
<^<#F24,1,2024,11,06
<^a,15,2024,11,06
<^c,142,2024,11,06
<^f,14,2024,11,06
<^n,3,2024,11,06
<^s,151,2024,11,06
<^v,116,2024,11,06
<^x,26,2024,11,06
<^z,21,2024,11,06
=,220,2024,11,06
>+Enter,2,2024,11,06
Backspace,1779,2024,11,06
Down,1302,2024,11,06
Enter,1168,2024,11,06
F11,5,2024,11,06
F22,1,2024,11,06
F24,1,2024,11,06
F3,20,2024,11,06
F7,862,2024,11,06
F8,47,2024,11,06
LAlt,4,2024,11,06
LButton,8727,2024,11,06
LControl,565,2024,11,06
LShift,1468,2024,11,06
LWin,5,2024,11,06
Left,1671,2024,11,06
NumpadLeft,1,2024,11,06
RButton,293,2024,11,06
RShift,3,2024,11,06
Right,1932,2024,11,06
Space,441,2024,11,06
Tab,49,2024,11,06
Up,1236,2024,11,06
WheelDown,8096,2024,11,06
WheelUp,6119,2024,11,06
[,118,2024,11,06
\,10,2024,11,06
],15,2024,11,06
a,445,2024,11,06
b,83,2024,11,06
c,241,2024,11,06
d,311,2024,11,06
e,495,2024,11,06
f,236,2024,11,06
g,181,2024,11,06
h,288,2024,11,06
i,802,2024,11,06
j,113,2024,11,06
k,86,2024,11,06
l,206,2024,11,06
m,110,2024,11,06
n,597,2024,11,06
o,394,2024,11,06
p,138,2024,11,06
q,26,2024,11,06
r,204,2024,11,06
s,423,2024,11,06
sc178,2,2024,11,06
t,311,2024,11,06
u,418,2024,11,06
v,126,2024,11,06
w,85,2024,11,06
x,180,2024,11,06
y,131,2024,11,06
z,98,2024,11,06
',13,2024,11,07
",",18,2024,11,07
-,3,2024,11,07
.,34,2024,11,07
/,36,2024,11,07
0,29,2024,11,07
1,707,2024,11,07
2,56,2024,11,07
3,29,2024,11,07
4,9,2024,11,07
5,12,2024,11,07
6,3,2024,11,07
7,4,2024,11,07
8,5,2024,11,07
9,23,2024,11,07
;,6,2024,11,07
<#r,1,2024,11,07
<+',10,2024,11,07
<+.,10,2024,11,07
<+/,8,2024,11,07
<+0,7,2024,11,07
<+3,2,2024,11,07
<+5,3,2024,11,07
<+8,1,2024,11,07
<+9,20,2024,11,07
<+;,1,2024,11,07
<+Backspace,2,2024,11,07
<+Down,1,2024,11,07
<+Right,23,2024,11,07
<+],1,2024,11,07
<+a,6,2024,11,07
<+b,4,2024,11,07
<+d,5,2024,11,07
<+f,10,2024,11,07
<+g,4,2024,11,07
<+i,3,2024,11,07
<+l,1,2024,11,07
<+m,3,2024,11,07
<+o,3,2024,11,07
<+p,9,2024,11,07
<+q,2,2024,11,07
<+r,3,2024,11,07
<+t,4,2024,11,07
<+u,1,2024,11,07
<+v,1,2024,11,07
<+y,1,2024,11,07
<+z,1,2024,11,07
<^/,27,2024,11,07
<^<!NumpadDel,2,2024,11,07
<^<!a,7,2024,11,07
<^a,3,2024,11,07
<^c,65,2024,11,07
<^f,9,2024,11,07
<^j,2,2024,11,07
<^s,128,2024,11,07
<^v,93,2024,11,07
<^x,24,2024,11,07
<^z,49,2024,11,07
=,6,2024,11,07
Backspace,835,2024,11,07
Down,82,2024,11,07
Enter,401,2024,11,07
F11,4,2024,11,07
F12,11,2024,11,07
F22,12,2024,11,07
LAlt,9,2024,11,07
LButton,9965,2024,11,07
LControl,451,2024,11,07
LShift,208,2024,11,07
LWin,1,2024,11,07
Left,175,2024,11,07
Media_Play_Pause,2,2024,11,07
Numlock,1,2024,11,07
NumpadDel,2,2024,11,07
NumpadIns,1,2024,11,07
RButton,30,2024,11,07
RShift,1,2024,11,07
Right,253,2024,11,07
Space,43,2024,11,07
Tab,9,2024,11,07
Up,36,2024,11,07
WheelDown,7121,2024,11,07
WheelUp,4369,2024,11,07
\,1,2024,11,07
],1,2024,11,07
`,3,2024,11,07
a,603,2024,11,07
b,107,2024,11,07
c,147,2024,11,07
d,210,2024,11,07
e,401,2024,11,07
f,49,2024,11,07
g,292,2024,11,07
h,354,2024,11,07
i,640,2024,11,07
j,114,2024,11,07
k,66,2024,11,07
l,111,2024,11,07
m,108,2024,11,07
n,525,2024,11,07
o,383,2024,11,07
p,62,2024,11,07
q,55,2024,11,07
r,52,2024,11,07
s,305,2024,11,07
sc178,4,2024,11,07
t,85,2024,11,07
u,400,2024,11,07
v,113,2024,11,07
w,94,2024,11,07
x,119,2024,11,07
y,138,2024,11,07
z,192,2024,11,07
',25,2024,11,08
",",42,2024,11,08
-,60,2024,11,08
.,62,2024,11,08
/,51,2024,11,08
0,73,2024,11,08
1,539,2024,11,08
2,75,2024,11,08
3,28,2024,11,08
4,20,2024,11,08
5,25,2024,11,08
6,6,2024,11,08
7,20,2024,11,08
8,11,2024,11,08
9,46,2024,11,08
;,46,2024,11,08
<#r,1,2024,11,08
<+',8,2024,11,08
"<+,",14,2024,11,08
<+-,42,2024,11,08
<+.,10,2024,11,08
<+/,5,2024,11,08
<+0,4,2024,11,08
<+2,2,2024,11,08
<+3,4,2024,11,08
<+5,9,2024,11,08
<+7,9,2024,11,08
<+8,1,2024,11,08
<+9,39,2024,11,08
<+;,8,2024,11,08
<+=,25,2024,11,08
<+Backspace,1,2024,11,08
<+Down,11,2024,11,08
<+Enter,7,2024,11,08
<+Left,26,2024,11,08
<+Right,28,2024,11,08
<+Tab,8,2024,11,08
<+Up,12,2024,11,08
<+[,13,2024,11,08
<+],1,2024,11,08
<+a,3,2024,11,08
<+c,1,2024,11,08
<+d,5,2024,11,08
<+i,10,2024,11,08
<+l,8,2024,11,08
<+m,6,2024,11,08
<+p,14,2024,11,08
<+q,2,2024,11,08
<+r,2,2024,11,08
<+t,1,2024,11,08
<+x,2,2024,11,08
<+z,2,2024,11,08
<^',2,2024,11,08
<^.,1,2024,11,08
<^/,34,2024,11,08
<^<!a,16,2024,11,08
<^<#F24,1,2024,11,08
<^a,7,2024,11,08
<^c,76,2024,11,08
<^f,5,2024,11,08
<^n,2,2024,11,08
<^s,107,2024,11,08
<^v,139,2024,11,08
<^x,18,2024,11,08
<^z,31,2024,11,08
=,76,2024,11,08
>+Enter,1,2024,11,08
Backspace,1042,2024,11,08
CapsLock,2,2024,11,08
Down,418,2024,11,08
Enter,442,2024,11,08
F1,1,2024,11,08
F2,1,2024,11,08
F22,10,2024,11,08
F24,1,2024,11,08
F3,5,2024,11,08
LAlt,16,2024,11,08
LButton,8207,2024,11,08
LControl,473,2024,11,08
LShift,387,2024,11,08
LWin,2,2024,11,08
Left,481,2024,11,08
MButton,1,2024,11,08
Media_Play_Pause,8,2024,11,08
Numpad0,1,2024,11,08
RButton,153,2024,11,08
RShift,4,2024,11,08
Right,508,2024,11,08
Space,77,2024,11,08
Tab,27,2024,11,08
Up,420,2024,11,08
WheelDown,10432,2024,11,08
WheelUp,8405,2024,11,08
[,56,2024,11,08
\,8,2024,11,08
],2,2024,11,08
a,514,2024,11,08
b,86,2024,11,08
c,284,2024,11,08
d,192,2024,11,08
e,306,2024,11,08
f,55,2024,11,08
g,182,2024,11,08
h,273,2024,11,08
i,629,2024,11,08
j,66,2024,11,08
k,57,2024,11,08
l,115,2024,11,08
m,105,2024,11,08
n,514,2024,11,08
o,368,2024,11,08
p,103,2024,11,08
q,32,2024,11,08
r,81,2024,11,08
s,314,2024,11,08
sc178,2,2024,11,08
t,162,2024,11,08
u,279,2024,11,08
v,161,2024,11,08
w,71,2024,11,08
x,86,2024,11,08
y,140,2024,11,08
z,128,2024,11,08
',5,2024,11,09
",",37,2024,11,09
-,11,2024,11,09
.,60,2024,11,09
/,8,2024,11,09
0,38,2024,11,09
1,102,2024,11,09
2,42,2024,11,09
3,9,2024,11,09
4,5,2024,11,09
5,7,2024,11,09
6,2,2024,11,09
7,7,2024,11,09
8,18,2024,11,09
9,52,2024,11,09
;,50,2024,11,09
<+',4,2024,11,09
"<+,",14,2024,11,09
<+-,1,2024,11,09
<+.,10,2024,11,09
<+1,3,2024,11,09
<+3,1,2024,11,09
<+5,5,2024,11,09
<+7,4,2024,11,09
<+9,50,2024,11,09
<+=,26,2024,11,09
<+Backspace,4,2024,11,09
<+Enter,14,2024,11,09
<+Up,6,2024,11,09
<+[,20,2024,11,09
<+],1,2024,11,09
<+d,2,2024,11,09
<+f,1,2024,11,09
<+p,2,2024,11,09
<+r,1,2024,11,09
<+t,4,2024,11,09
<+x,2,2024,11,09
<+z,1,2024,11,09
<^.,2,2024,11,09
<^/,4,2024,11,09
<^<!a,2,2024,11,09
<^a,1,2024,11,09
<^c,2,2024,11,09
<^n,1,2024,11,09
<^s,12,2024,11,09
<^v,7,2024,11,09
<^x,1,2024,11,09
<^z,2,2024,11,09
=,55,2024,11,09
Backspace,249,2024,11,09
Down,198,2024,11,09
Enter,126,2024,11,09
F11,1,2024,11,09
F22,2,2024,11,09
F7,42,2024,11,09
LAlt,2,2024,11,09
LButton,1356,2024,11,09
LControl,37,2024,11,09
LShift,184,2024,11,09
Left,136,2024,11,09
Media_Play_Pause,1,2024,11,09
RButton,22,2024,11,09
RControl,1,2024,11,09
RShift,1,2024,11,09
Right,284,2024,11,09
Space,39,2024,11,09
Tab,2,2024,11,09
Up,189,2024,11,09
WheelDown,1194,2024,11,09
WheelUp,1433,2024,11,09
[,44,2024,11,09
\,2,2024,11,09
],1,2024,11,09
`,7,2024,11,09
a,63,2024,11,09
b,7,2024,11,09
c,31,2024,11,09
d,34,2024,11,09
e,90,2024,11,09
f,24,2024,11,09
g,17,2024,11,09
h,32,2024,11,09
i,134,2024,11,09
j,14,2024,11,09
k,5,2024,11,09
l,25,2024,11,09
m,30,2024,11,09
n,85,2024,11,09
o,44,2024,11,09
p,26,2024,11,09
q,25,2024,11,09
r,38,2024,11,09
s,53,2024,11,09
sc000,1,2024,11,09
t,57,2024,11,09
u,50,2024,11,09
v,21,2024,11,09
w,13,2024,11,09
x,34,2024,11,09
y,20,2024,11,09
z,14,2024,11,09
1,3,2024,11,10
<+s,1,2024,11,10
<^v,1,2024,11,10
Down,6,2024,11,10
Enter,5,2024,11,10
LButton,235,2024,11,10
LControl,1,2024,11,10
LShift,2,2024,11,10
LWin,2,2024,11,10
NumpadAdd,1,2024,11,10
RButton,4,2024,11,10
Space,10,2024,11,10
WheelDown,6,2024,11,10
WheelUp,14,2024,11,10
a,5,2024,11,10
c,1,2024,11,10
g,1,2024,11,10
h,3,2024,11,10
i,3,2024,11,10
j,12,2024,11,10
k,1,2024,11,10
m,10,2024,11,10
n,3,2024,11,10
o,12,2024,11,10
p,23,2024,11,10
q,1,2024,11,10
s,2,2024,11,10
u,2,2024,11,10
v,2,2024,11,10
z,1,2024,11,10
',23,2024,11,11
",",56,2024,11,11
-,29,2024,11,11
.,38,2024,11,11
/,21,2024,11,11
0,83,2024,11,11
1,919,2024,11,11
2,100,2024,11,11
3,40,2024,11,11
4,28,2024,11,11
5,35,2024,11,11
6,14,2024,11,11
7,15,2024,11,11
8,14,2024,11,11
9,32,2024,11,11
;,11,2024,11,11
<+',11,2024,11,11
<+-,23,2024,11,11
<+/,8,2024,11,11
<+0,6,2024,11,11
<+5,1,2024,11,11
<+8,1,2024,11,11
<+9,18,2024,11,11
<+;,11,2024,11,11
<+Down,1,2024,11,11
<+Enter,1,2024,11,11
<+Left,10,2024,11,11
<+[,1,2024,11,11
<+`,1,2024,11,11
<+a,10,2024,11,11
<+b,2,2024,11,11
<+c,2,2024,11,11
<+d,7,2024,11,11
<+e,2,2024,11,11
<+f,1,2024,11,11
<+i,3,2024,11,11
<+l,2,2024,11,11
<+m,6,2024,11,11
<+o,2,2024,11,11
<+p,8,2024,11,11
<+q,4,2024,11,11
<+r,4,2024,11,11
<+s,1,2024,11,11
<+x,6,2024,11,11
<^-,1,2024,11,11
<^/,13,2024,11,11
<^<!a,5,2024,11,11
<^<#F24,1,2024,11,11
<^a,2,2024,11,11
<^c,66,2024,11,11
<^f,2,2024,11,11
<^s,43,2024,11,11
<^v,149,2024,11,11
<^x,4,2024,11,11
<^z,20,2024,11,11
=,14,2024,11,11
Backspace,994,2024,11,11
Down,113,2024,11,11
Enter,387,2024,11,11
F22,24,2024,11,11
F24,1,2024,11,11
LAlt,5,2024,11,11
LButton,10313,2024,11,11
LControl,315,2024,11,11
LShift,170,2024,11,11
LWin,1,2024,11,11
Left,281,2024,11,11
Media_Play_Pause,6,2024,11,11
Numlock,1,2024,11,11
Numpad0,1,2024,11,11
RButton,74,2024,11,11
RShift,2,2024,11,11
Right,311,2024,11,11
Space,37,2024,11,11
Tab,9,2024,11,11
Up,92,2024,11,11
WheelDown,3792,2024,11,11
WheelUp,4056,2024,11,11
[,13,2024,11,11
\,2,2024,11,11
],1,2024,11,11
`,7,2024,11,11
a,691,2024,11,11
b,125,2024,11,11
c,151,2024,11,11
d,278,2024,11,11
e,546,2024,11,11
f,57,2024,11,11
g,369,2024,11,11
h,430,2024,11,11
i,841,2024,11,11
j,124,2024,11,11
k,64,2024,11,11
l,124,2024,11,11
m,118,2024,11,11
n,698,2024,11,11
o,445,2024,11,11
p,62,2024,11,11
q,56,2024,11,11
r,67,2024,11,11
s,272,2024,11,11
sc178,2,2024,11,11
t,105,2024,11,11
u,409,2024,11,11
v,158,2024,11,11
w,158,2024,11,11
x,149,2024,11,11
y,171,2024,11,11
z,194,2024,11,11
